,dataset,group,feat_selection,metric,value,time,model_path,fold_key,model_type,n_obs,model
12,noack_2022,test,random,r2,0.1695927381515503,50.260995,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
13,noack_2022,test,random,roc_auc_multi,0.5013538241805058,50.260995,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
14,noack_2022,test,random,pr_auc_multi,0.0798053360488798,50.260995,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_1.pt,fold_2,pwms,500,mubind_graph
0,noack_2022,train,random,roc_auc,0.5332986032024274,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
1,noack_2022,train,random,pr_auc,0.0767116500393141,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
2,noack_2022,train,random,r2,0.1815736889839172,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
3,noack_2022,train,random,roc_auc_multi,0.5006855134541817,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
4,noack_2022,train,random,pr_auc_multi,0.0717060006521292,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
5,noack_2022,val,random,roc_auc,0.5555717870403329,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
6,noack_2022,val,random,pr_auc,0.0818154426426171,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
7,noack_2022,val,random,r2,0.1592779755592346,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
8,noack_2022,val,random,roc_auc_multi,0.4997137103097338,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
9,noack_2022,val,random,pr_auc_multi,0.0766172779618991,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
10,noack_2022,test,random,roc_auc,0.5456197313051846,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
11,noack_2022,test,random,pr_auc,0.0784789059260603,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
12,noack_2022,test,random,r2,0.1701561212539672,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
13,noack_2022,test,random,roc_auc_multi,0.5025578488854248,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
14,noack_2022,test,random,pr_auc_multi,0.0782218877157005,18.794193,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_2/model_0.pt,fold_2,pwms,500,mubind
0,noack_2022,train,random,roc_auc,0.5339707217151227,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
1,noack_2022,train,random,pr_auc,0.0791495403149401,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
2,noack_2022,train,random,r2,0.1764789819717407,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
3,noack_2022,train,random,roc_auc_multi,0.5013735608054288,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
4,noack_2022,train,random,pr_auc_multi,0.0731548913825867,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
5,noack_2022,val,random,roc_auc,0.5217119746121861,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
6,noack_2022,val,random,pr_auc,0.08566296705625,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
7,noack_2022,val,random,r2,0.1193183064460754,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
8,noack_2022,val,random,roc_auc_multi,0.498788285145216,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
9,noack_2022,val,random,pr_auc_multi,0.0755796844753977,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
10,noack_2022,test,random,roc_auc,0.480787537362037,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
11,noack_2022,test,random,pr_auc,0.0792811280540135,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
12,noack_2022,test,random,r2,0.1684342622756958,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
13,noack_2022,test,random,roc_auc_multi,0.5141669121702699,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
14,noack_2022,test,random,pr_auc_multi,0.0677280887683109,54.389919,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_1.pt,fold_4,pwms,500,mubind_graph
0,noack_2022,val,random,roc_auc,0.5459214785780118,20.316798,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
1,noack_2022,val,random,pr_auc,0.1047630154232356,20.316798,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
2,noack_2022,val,random,r2,0.1212587356567382,20.316798,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
3,noack_2022,val,random,roc_auc_multi,0.4996112305593886,20.316798,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
4,noack_2022,val,random,pr_auc_multi,0.0747498128649396,20.316798,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
5,noack_2022,test,random,roc_auc,0.4688662770926132,20.316798,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
6,noack_2022,test,random,pr_auc,0.0809116604548361,20.316798,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
7,noack_2022,test,random,r2,0.1686733961105346,20.316798,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
8,noack_2022,test,random,roc_auc_multi,0.5034985131579514,20.316798,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
9,noack_2022,test,random,pr_auc_multi,0.0655510786699107,20.316798,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_4/model_0.pt,fold_4,pwms,500,mubind
0,noack_2022,train,random,roc_auc,0.5284382329620072,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
1,noack_2022,train,random,pr_auc,0.069234623165243,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
2,noack_2022,train,random,r2,0.1742505431175232,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
3,noack_2022,train,random,roc_auc_multi,0.5041347610390113,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
4,noack_2022,train,random,pr_auc_multi,0.0709765906839297,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
5,noack_2022,val,random,roc_auc,0.5243174488541728,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
6,noack_2022,val,random,pr_auc,0.0660512935793213,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
7,noack_2022,val,random,r2,0.1407002806663513,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
8,noack_2022,val,random,roc_auc_multi,0.4969359128375704,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
9,noack_2022,val,random,pr_auc_multi,0.0822803743988834,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
10,noack_2022,test,random,roc_auc,0.5918715541780978,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
11,noack_2022,test,random,pr_auc,0.0761022986089639,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
12,noack_2022,test,random,r2,0.1845005750656128,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
13,noack_2022,test,random,roc_auc_multi,0.4992218916239442,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
14,noack_2022,test,random,pr_auc_multi,0.0992474612930589,61.265267,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_1.pt,fold_3,pwms,500,mubind_graph
0,noack_2022,val,random,roc_auc,0.5598754128023539,20.288564,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
1,noack_2022,val,random,pr_auc,0.0891940676661721,20.288564,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
2,noack_2022,val,random,r2,0.1400697231292724,20.288564,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
3,noack_2022,val,random,roc_auc_multi,0.4974623753408812,20.288564,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
4,noack_2022,val,random,pr_auc_multi,0.0822513911522058,20.288564,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
5,noack_2022,test,random,roc_auc,0.4751555533076192,20.288564,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
6,noack_2022,test,random,pr_auc,0.1786444513214655,20.288564,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
7,noack_2022,test,random,r2,0.1844083070755005,20.288564,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
8,noack_2022,test,random,roc_auc_multi,0.5160864953957318,20.288564,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
9,noack_2022,test,random,pr_auc_multi,0.0864535496922068,20.288564,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs500/pwms/fold_3/model_0.pt,fold_3,pwms,500,mubind
0,noack_2022,val,random,roc_auc,0.5315426893574722,152.788114,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_1.pt,fold_0,pwms,1000,mubind_graph
1,noack_2022,val,random,pr_auc,0.08767396904881603,152.788114,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_1.pt,fold_0,pwms,1000,mubind_graph
2,noack_2022,val,random,r2,0.14783132076263428,152.788114,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_1.pt,fold_0,pwms,1000,mubind_graph
3,noack_2022,val,random,roc_auc_multi,0.4981237218107578,152.788114,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_1.pt,fold_0,pwms,1000,mubind_graph
4,noack_2022,val,random,pr_auc_multi,0.07816231314424295,152.788114,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_1.pt,fold_0,pwms,1000,mubind_graph
0,noack_2022,train,random,roc_auc,0.5471642638363895,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
1,noack_2022,train,random,pr_auc,0.07970594512362562,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
2,noack_2022,train,random,r2,0.19422978162765503,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
3,noack_2022,train,random,roc_auc_multi,0.5038641591177286,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
4,noack_2022,train,random,pr_auc_multi,0.0671672734774148,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
5,noack_2022,val,random,roc_auc,0.522526318849722,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
6,noack_2022,val,random,pr_auc,0.07999346285585601,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
7,noack_2022,val,random,r2,0.14886438846588135,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
8,noack_2022,val,random,roc_auc_multi,0.4992812915798972,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
9,noack_2022,val,random,pr_auc_multi,0.07705366673334171,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
10,noack_2022,test,random,roc_auc,0.5502777425988904,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
11,noack_2022,test,random,pr_auc,0.0822063543430162,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
12,noack_2022,test,random,r2,0.18352019786834717,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
13,noack_2022,test,random,roc_auc_multi,0.49691800545616327,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
14,noack_2022,test,random,pr_auc_multi,0.07658299469585376,38.480487,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_0/model_0.pt,fold_0,pwms,1000,mubind
0,noack_2022,val,random,roc_auc,0.5590606852593751,153.480622,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_1.pt,fold_1,pwms,1000,mubind_graph
1,noack_2022,val,random,pr_auc,0.08406638794193438,153.480622,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_1.pt,fold_1,pwms,1000,mubind_graph
2,noack_2022,val,random,r2,0.21439528465270996,153.480622,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_1.pt,fold_1,pwms,1000,mubind_graph
3,noack_2022,val,random,roc_auc_multi,0.5001201708981591,153.480622,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_1.pt,fold_1,pwms,1000,mubind_graph
4,noack_2022,val,random,pr_auc_multi,0.08221378441751546,153.480622,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_1.pt,fold_1,pwms,1000,mubind_graph
5,noack_2022,test,random,roc_auc,0.5107678692420614,153.480622,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_1.pt,fold_1,pwms,1000,mubind_graph
6,noack_2022,test,random,pr_auc,0.10448167125010045,153.480622,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_1.pt,fold_1,pwms,1000,mubind_graph
7,noack_2022,test,random,r2,0.15804332494735718,153.480622,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_1.pt,fold_1,pwms,1000,mubind_graph
8,noack_2022,test,random,roc_auc_multi,0.5056655529556503,153.480622,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_1.pt,fold_1,pwms,1000,mubind_graph
9,noack_2022,test,random,pr_auc_multi,0.07923248937460019,153.480622,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_1.pt,fold_1,pwms,1000,mubind_graph
0,noack_2022,train,random,roc_auc,0.5383247794437463,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
1,noack_2022,train,random,pr_auc,0.07801440264700396,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
2,noack_2022,train,random,r2,0.19201672077178955,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
3,noack_2022,train,random,roc_auc_multi,0.5039209499907011,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
4,noack_2022,train,random,pr_auc_multi,0.06654293556166738,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
5,noack_2022,val,random,roc_auc,0.5318655042302642,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
6,noack_2022,val,random,pr_auc,0.08888724441844803,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
7,noack_2022,val,random,r2,0.21459144353866577,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
8,noack_2022,val,random,roc_auc_multi,0.5013422159950108,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
9,noack_2022,val,random,pr_auc_multi,0.07944459332787833,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
10,noack_2022,test,random,roc_auc,0.5360296374314588,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
11,noack_2022,test,random,pr_auc,0.07116019088565691,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
12,noack_2022,test,random,r2,0.15777897834777832,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
13,noack_2022,test,random,roc_auc_multi,0.5102104403227312,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
14,noack_2022,test,random,pr_auc_multi,0.08055971295742546,38.361786,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_1/model_0.pt,fold_1,pwms,1000,mubind
0,noack_2022,val,random,roc_auc,0.5514080774456885,153.100497,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_1.pt,fold_2,pwms,1000,mubind_graph
1,noack_2022,val,random,pr_auc,0.07720898883429053,153.100497,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_1.pt,fold_2,pwms,1000,mubind_graph
2,noack_2022,val,random,r2,0.16962122917175293,153.100497,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_1.pt,fold_2,pwms,1000,mubind_graph
3,noack_2022,val,random,roc_auc_multi,0.4974367853605129,153.100497,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_1.pt,fold_2,pwms,1000,mubind_graph
4,noack_2022,val,random,pr_auc_multi,0.071488164401742,153.100497,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_1.pt,fold_2,pwms,1000,mubind_graph
5,noack_2022,test,random,roc_auc,0.5847511548129178,153.100497,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_1.pt,fold_2,pwms,1000,mubind_graph
6,noack_2022,test,random,pr_auc,0.09985083598107408,153.100497,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_1.pt,fold_2,pwms,1000,mubind_graph
7,noack_2022,test,random,r2,0.17719221115112305,153.100497,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_1.pt,fold_2,pwms,1000,mubind_graph
8,noack_2022,test,random,roc_auc_multi,0.5043604818384598,153.100497,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_1.pt,fold_2,pwms,1000,mubind_graph
9,noack_2022,test,random,pr_auc_multi,0.08178631325165155,153.100497,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_1.pt,fold_2,pwms,1000,mubind_graph
0,noack_2022,train,random,roc_auc,0.5332027522659696,38.42584,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_0.pt,fold_2,pwms,1000,mubind
1,noack_2022,train,random,pr_auc,0.07991160190398595,38.42584,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_0.pt,fold_2,pwms,1000,mubind
2,noack_2022,train,random,r2,0.19319504499435425,38.42584,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_0.pt,fold_2,pwms,1000,mubind
3,noack_2022,train,random,roc_auc_multi,0.5024266266476186,38.42584,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_0.pt,fold_2,pwms,1000,mubind
4,noack_2022,train,random,pr_auc_multi,0.06713049869017707,38.42584,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_0.pt,fold_2,pwms,1000,mubind
5,noack_2022,val,random,roc_auc,0.5121832861916076,38.42584,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_0.pt,fold_2,pwms,1000,mubind
6,noack_2022,val,random,pr_auc,0.0690571553388774,38.42584,/home/ilibarra/workspace/theislab/mubind/data/noack_2022/random/mubind_output/obs1000/pwms/fold_2/model_0.pt,fold_2,pwms,1000,mubind
